Comment Date,Comment
"Aug 11, 2024, 1:32:49 AM",Joe Cichocki  Chicago Marathon Oct 13! 
"Aug 11, 2024, 2:50:29 PM",🔥 🔥 
"Aug 15, 2024, 4:35:51 PM",bad altitude
"Aug 16, 2024, 6:22:34 PM",Car
"Aug 17, 2024, 3:54:00 PM",Speed 3 is the best 
"Aug 17, 2024, 4:03:36 PM",Correct elevation button on web will fix it 
"Aug 17, 2024, 4:07:25 PM",Awesome!! 
"Aug 17, 2024, 9:34:43 PM",A machine that breaks down when it’s too hot 😂 
"Aug 18, 2024, 5:12:40 PM",Ben Krause  it now feels within reach on the right day and with some better sleep and taper! (As opposed to lack thereof) 
"Aug 19, 2024, 3:31:54 PM",Matt Gavin  hope you are enjoying your trip!  You picked a good spot 
"Aug 20, 2024, 2:31:49 PM",how does the elevation feel?
"Aug 22, 2024, 1:21:55 AM",Big fan of these bird emojis 🦉
"Aug 22, 2024, 1:35:23 AM",Hope you’re doing well! 
"Aug 22, 2024, 2:16:49 PM",I miss these Thursday morning runs 
"Aug 23, 2024, 12:46:31 AM",I recognize that sign 
"Aug 23, 2024, 3:05:48 PM",Car
"Aug 24, 2024, 3:58:28 PM","Yeah, we are down here for the next three years at least - Abby is doing fellowship at WashU  "
"Aug 27, 2024, 4:15:38 PM","if you want a perfectly flat mile, Acorn park drive loop near alewife is good for a time trial effort "
"Aug 30, 2024, 2:42:06 PM",car
"Aug 30, 2024, 7:01:10 PM",Yoo 
"Aug 31, 2024, 6:00:52 PM",Solid run! 
"Aug 31, 2024, 6:04:00 PM",💯💯
"Sep 4, 2024, 4:58:03 PM",nice run! 
"Sep 5, 2024, 1:19:27 AM",💯
"Sep 5, 2024, 7:45:50 PM",Thanks Justin Malmberg  don’t have plans to go haha but I did see they were in town which combined with the weather made me think of that 
"Sep 7, 2024, 1:15:05 AM",I’ll miss you guys on this one I’m gonna race the Trap Run 5k tomorrow 💚
"Sep 7, 2024, 5:08:49 PM",Jaci Wilson let’s get a Dogtown team together next year 
"Sep 7, 2024, 5:47:19 PM",Go Rippers!!   Awesome job man always wanted to do that race  
"Sep 9, 2024, 2:31:29 PM",Joe Cichocki  not sure yet but hopefully enough to qualify for Boston 2026
"Sep 11, 2024, 3:20:31 PM",amazing consistency 
"Sep 14, 2024, 5:00:32 PM",That same leg thing happens to me lol unsure if it’s electrolytes or blood sugar or both 
"Sep 20, 2024, 3:56:00 PM","arrived to BOS, got bloodwork + radiology and/or vaccines which in conjunction with one another led to fatigued feeling for the run. "
"Sep 20, 2024, 5:34:25 PM",Glucose and/or coffee 
"Sep 21, 2024, 3:25:23 AM",Joe Carter  haha yep that was me was heading to the FedEx drop box sounds like we are basically on the same street 
"Sep 21, 2024, 3:33:15 AM",We will have to coordinate for a run sometime too 
"Sep 21, 2024, 7:19:28 PM",Nicee 
"Sep 22, 2024, 12:50:09 AM",Looks amazing 
"Sep 22, 2024, 2:22:37 PM",Great race!
"Sep 23, 2024, 11:44:30 AM",Niceee
"Sep 23, 2024, 7:00:45 PM",I much prefer inactive leaks 
"Sep 25, 2024, 2:12:04 PM",Solid 👍
"Sep 26, 2024, 1:41:21 PM",bike
"Sep 26, 2024, 1:49:02 PM",3-4 miles to warm up then pancake flat 😸
"Sep 26, 2024, 2:01:00 PM",Legendary 
"Sep 28, 2024, 7:33:37 PM",🏆🏆
"Sep 28, 2024, 8:17:54 PM","John Vogt 

https://maps.app.goo.gl/tREwscKUs2uguLm17"
"Sep 28, 2024, 10:34:59 PM",👑👑👑
"Sep 30, 2024, 10:09:23 AM",Vehicle 
"Sep 30, 2024, 1:27:09 PM",Amazing views !
"Oct 1, 2024, 3:50:20 PM","We are truly living parallel lives between your 10k PR, last long run, and then doing strides today.  Probably at least 1,000 other runners on the exact same schedule as well out there "
"Oct 2, 2024, 1:45:30 PM",Incredible!
"Oct 3, 2024, 1:33:14 PM",Beast mode 💪
"Oct 4, 2024, 2:52:35 PM",it's a rite of passage! 
"Oct 5, 2024, 12:04:10 AM",Josh Peterson  you gotta interview Jess Petersen  next she’s like a marathon MACHINE!!! Running BQ in every state in the US!! 
"Oct 5, 2024, 1:57:30 PM", Thank you Sarah Brackbill  I’m so happy you wanted to listen!  
"Oct 6, 2024, 4:53:05 PM",Great race and PR! 
"Oct 7, 2024, 6:18:40 PM",🔐
"Oct 13, 2024, 6:05:30 PM",Ben Krause  I could not emotionally handle another repeat of Boston lol so I decided to regain what control I could and keep it steady.  Seeking recommendations for the coldest marathon in the continental US to sign up for 😅
"Oct 14, 2024, 2:00:10 AM",Awesome write up! Had my first Chicago today and was also humbled by the difficulty but made the most of it for a good experience 
"Oct 14, 2024, 2:03:38 AM",Dennis Shay  if I knew we were right there so close we could have shared some miles together!    Great race to you too 
"Oct 20, 2024, 6:28:11 PM",Nice!   Totally underrated city too 
"Oct 20, 2024, 6:29:38 PM",Rob Callahan  I’m feeling pretty well recovered at this point I am doing something unorthodox with another race soon 👀
"Oct 20, 2024, 6:56:16 PM",CAR
"Oct 21, 2024, 3:22:25 PM",Is this legit? 
"Oct 22, 2024, 2:48:30 AM",E-bike ride 
"Oct 22, 2024, 2:49:15 AM",E-bike 
"Oct 22, 2024, 2:51:33 AM",E-bike
"Oct 22, 2024, 2:52:10 AM",E-bike 
"Oct 22, 2024, 2:52:58 AM",E-bike
"Oct 25, 2024, 1:37:14 PM",Bean time 
"Oct 26, 2024, 7:39:53 PM",Legend-ary! 
"Oct 28, 2024, 6:34:26 PM",I am registered 
"Nov 9, 2024, 5:37:16 PM", Niiiice!! We must have been close in the pack 
"Nov 16, 2024, 4:44:08 PM",Amazing scenery 
"Nov 17, 2024, 8:38:40 PM",Was riding with you for a few mins at the end!
"Nov 23, 2024, 2:23:34 PM",Congrats on PR!! 
"Nov 28, 2024, 5:46:53 PM",Nice one!
"Dec 23, 2024, 2:58:10 AM",John Vogt 🐻‍❄️  this was our final destination in MO  I wish I had more time to run during the trip itself 
"Dec 23, 2024, 11:00:42 PM",Hell yea 
"Jan 3, 2025, 5:30:13 PM",e-bike
"Jan 4, 2025, 6:39:20 PM",bad data - unintentional 
"Jan 4, 2025, 6:41:14 PM",inaccurate gps 
"Jan 4, 2025, 6:43:24 PM",crushin it
"Jan 4, 2025, 8:14:42 PM",some wonky gps
"Jan 7, 2025, 8:38:14 PM",Bro you are an animal 👍
"Jan 18, 2025, 12:37:27 AM",❤️❤️
"Feb 14, 2025, 3:28:43 PM",Nice one 😎 
"Feb 19, 2025, 12:13:43 AM",nice seeing you up here
"Mar 1, 2025, 11:54:18 PM",Wanted to see how a mile at pace felt after not running fast for a few months I think the heart rate should be higher though 
"Mar 14, 2025, 10:19:08 PM",Wonky GPS
"Mar 16, 2025, 12:32:49 PM",Bill Sharp not too close to where we live but elsewhere in the region 
"Mar 20, 2025, 2:19:41 PM", Stacking those PR’s! 
"Apr 6, 2025, 2:53:33 PM",Nice!
"Apr 24, 2025, 11:49:42 PM",The heart rate data would suggest Londi’s 
"May 2, 2025, 11:53:33 AM",They aren’t wrong 🤣
"May 3, 2025, 3:42:28 PM",💯🐷
"May 6, 2025, 12:11:29 AM",Damn bro 😮‍💨
"May 8, 2025, 2:07:18 PM",Legit KOM?
"May 8, 2025, 2:17:50 PM",No worries man on the bright side you looked fit enough that I felt I had to actually ask  
"May 10, 2025, 4:33:53 PM",I’ll have to try them sometime 
"May 16, 2025, 4:32:36 PM",Doing this next week as well? 
"May 29, 2025, 6:47:31 PM",E-bike?
"Jun 1, 2025, 3:19:20 PM",What happened to it?
"Jul 17, 2025, 2:18:16 PM",Robert Ballenthin  I have a better ride planned for the unveiling 
"Jul 19, 2025, 9:33:26 PM",We're riding Back 40 tomorrow if you wanna shred some more 
"Jul 20, 2025, 2:10:09 AM","It was in this area, doing a longer xc singletrack ride tomorrow on a trail called Back 40 "
"Jul 26, 2025, 11:51:33 PM",Not bad 😺
"Jul 31, 2025, 1:32:24 PM",I miss these fresh pond mornings!
"Aug 11, 2025, 12:29:01 AM",Kim Blair  my wife has family in the area so we drove up for it - first time for me 
"Sep 7, 2025, 3:26:26 PM",Awesome! 
"Sep 16, 2025, 1:40:26 PM",Some of the best climbs in the state ! 
"Sep 21, 2025, 4:05:43 PM",Let’s hope the temperatures reflect that 
"Sep 23, 2025, 2:21:56 AM",Oh dear..
"Oct 12, 2025, 6:52:28 PM",Nice one dude!  Looking forward to your appearance on TMG this week.   Been following your work for some time now so cool to see! 
"Oct 12, 2025, 6:56:51 PM",Nice job man - we seemingly had very similar splits we must have been close by for a lot this!  
"Nov 11, 2025, 8:36:16 PM",Mine is totally drained now lmao 🪫
"Nov 22, 2025, 4:58:27 PM",John Vogt 🐻‍❄️  I totally intended to join the group today but had a late start 😭😭😭
"Dec 15, 2025, 3:20:11 PM","epic 🥶😎
"
"Dec 20, 2025, 5:12:53 PM",Finishing the year strong! 
"Jan 25, 2026, 2:10:37 PM",Stay warm up there!  I’m visiting in a couple weeks 
"Feb 19, 2026, 10:09:26 PM",Ulandt Kim  highly recommend ! Been coming for 20 years now it’s the best 
